Date,count,location,rate
4/14/2020,55,WINNETKA,106.21
4/14/2020,18,VERMONT KNOLLS,104.65
4/14/2020,69,WOODLAND HILLS,101.39
4/14/2020,34,VENICE,100.34
4/14/2020,0,BROOKSIDE,0
4/14/2020,0,EXPOSITION,0
4/14/2020,0,UNIVERSITY HILLS,0
4/14/2020,0,TOLUCA TERRACE,0
4/14/2020,0,SYCAMORE SQUARE,0
4/14/2020,0,HARBOR PINES,0
4/15/2020,34,ARLETA,98.92
4/15/2020,10,ELYSIAN VALLEY,98.32
4/15/2020,37,WEST LOS ANGELES,98.31
4/15/2020,7,CADILLAC-CORNING,98.3
4/15/2020,27,DOWNTOWN,98.16
4/15/2020,22,STUDIO CITY,98.04
4/15/2020,85,SHERMAN OAKS,97.42
4/15/2020,21,LOS FELIZ,97.19
4/15/2020,145,NORTH HOLLYWOOD,95.76
4/15/2020,40,LAKE BALBOA,94.77
4/15/2020,32,CENTURY PALMS/COVE,94.77
4/15/2020,32,VENICE,94.44
4/15/2020,9,THAI TOWN,91.75
4/15/2020,10,PLAYA VISTA,91.35
4/15/2020,53,GRANADA HILLS,91.08
4/15/2020,13,CLOVERDALE/COCHRAN,89.33
4/15/2020,54,NORTH HILLS,87.7
4/15/2020,46,SUN VALLEY,87.65
4/15/2020,5,ELYSIAN PARK,87.54
4/15/2020,37,MAR VISTA,87.12
4/15/2020,31,PORTER RANCH,87.11
4/15/2020,45,VERNON CENTRAL,86.54
4/15/2020,25,HARBOR CITY,86
4/15/2020,18,GREEN MEADOWS,83.7
4/15/2020,40,HIGHLAND PARK,82.66
4/15/2020,63,PACOIMA,81.84
4/15/2020,31,HARVARD PARK,81.72
4/15/2020,7,TOLUCA LAKE,80.42
4/15/2020,56,NORTHRIDGE,80.23
4/15/2020,34,HARBOR GATEWAY,77.98
4/15/2020,22,HYDE PARK,77.08
4/15/2020,39,WESTCHESTER,75.58
4/15/2020,21,TUJUNGA,75.51
4/15/2020,31,VERMONT VISTA,75.27
4/15/2020,64,BOYLE HEIGHTS,73.66
4/15/2020,40,WILMINGTON,70.81
4/15/2020,55,SAN PEDRO,70.48
4/15/2020,30,WATTS,70.3
4/15/2020,36,WESTWOOD,66.53
4/15/2020,24,WHOLESALE DISTRICT,66.43
4/15/2020,16,MT. WASHINGTON,66.27
4/15/2020,9,PARK LA BREA,66.27
4/15/2020,9,ECHO PARK,63.13
4/15/2020,9,ATWATER VILLAGE,61.37
4/15/2020,20,LINCOLN HEIGHTS,61.36
4/15/2020,24,WEST HILLS,59.19
4/15/2020,47,LITTLE ARMENIA,585.67
4/15/2020,7,ALSACE,56.25
4/15/2020,43,CRESTVIEW,378.25
4/15/2020,49,HANCOCK PARK,287.58
4/15/2020,215,MELROSE,276.72
4/15/2020,21,BEL AIR,249.14
4/15/2020,18,VERMONT SQUARE,235.08
4/15/2020,33,CARTHAY,229.76
4/15/2020,18,VICTORIA PARK,214.31
4/15/2020,27,CENTURY CITY,211.07
4/15/2020,66,GLASSELL PARK,208.83
4/15/2020,26,BEVERLY CREST,207.58
4/15/2020,16,ADAMS-NORMANDIE,195.07
4/15/2020,9,RESEDA RANCH,194.13
4/15/2020,84,SILVERLAKE,190.55
4/15/2020,20,SOUTH CARTHAY,188.77
4/15/2020,28,COUNTRY CLUB PARK,184.78
4/15/2020,51,WEST ADAMS,184.58
4/15/2020,54,EAST HOLLYWOOD,184.38
4/15/2020,57,BRENTWOOD,184.14
4/15/2020,8,MARINA PENINSULA,183.49
4/15/2020,124,HOLLYWOOD,181.67
4/15/2020,36,SUNLAND,176.4
4/15/2020,24,HISTORIC FILIPINOTOWN,173.04
4/15/2020,22,BEVERLYWOOD,167.01
4/15/2020,25,LEIMERT PARK,164.1
4/15/2020,40,VALLEY VILLAGE,161.81
4/15/2020,24,MID-CITY,159.68
4/15/2020,22,CRENSHAW DISTRICT,159.09
4/15/2020,7,SHADOW HILLS,157.59
4/15/2020,69,PALMS,157.26
4/15/2020,46,HOLLYWOOD HILLS,156.28
4/15/2020,7,LAFAYETTE SQUARE,153.54
4/15/2020,47,TARZANA,152.22
4/15/2020,32,PACIFIC PALISADES,150.3
4/15/2020,62,PICO-UNION,148.18
4/15/2020,79,WEST VERNON,147.27
4/15/2020,121,SYLMAR,146.85
4/15/2020,19,LAKEVIEW TERRACE,144.67
4/15/2020,57,TEMPLE-BEAUDRY,144.37
4/15/2020,93,CANOGA PARK,142.44
4/15/2020,84,WESTLAKE,141.52
4/15/2020,5,VIEW HEIGHTS,135.35
4/15/2020,38,LITTLE BANGLADESH,134.07
4/15/2020,24,HARVARD HEIGHTS,133.07
4/15/2020,12,CHEVIOT HILLS,130.85
4/15/2020,51,CENTRAL,130.8
4/15/2020,56,EXPOSITION PARK,124.67
4/15/2020,56,ENCINO,123.97
4/15/2020,47,SOUTH PARK,123.81
4/15/2020,8,RANCHO PARK,121.95
4/15/2020,36,DEL REY,120.26
4/15/2020,36,VALLEY GLEN,119.94
4/15/2020,5,REYNIER VILLAGE,118.26
4/15/2020,21,MIRACLE MILE,116.76
4/15/2020,20,VERMONT KNOLLS,116.28
4/15/2020,46,EAGLE ROCK,116.19
4/15/2020,10,FIGUEROA PARK SQUARE,114.67
4/15/2020,77,WOODLAND HILLS,113.14
4/15/2020,58,KOREATOWN,112.2
4/15/2020,12,GRAMERCY PLACE,111.48
4/15/2020,84,RESEDA,109.64
4/15/2020,52,FLORENCE-FIRESTONE,109.6
4/15/2020,34,BALDWIN HILLS,109.24
4/15/2020,26,MISSION HILLS,107.78
4/15/2020,54,WILSHIRE CENTER,107.63
4/15/2020,55,WINNETKA,106.21
4/15/2020,44,EL SERENO,105.24
4/15/2020,96,VAN NUYS,103.01
4/15/2020,38,CHATSWORTH,102.53
4/15/2020,28,UNIVERSITY PARK,101.98
4/15/2020,76,PANORAMA CITY,101
4/15/2020,0,BROOKSIDE,0
4/15/2020,0,TOLUCA TERRACE,0
4/15/2020,0,HARBOR PINES,0
4/15/2020,0,UNIVERSITY HILLS,0
4/15/2020,0,SYCAMORE SQUARE,0
4/16/2020,37,WEST LOS ANGELES,98.31
4/16/2020,7,CADILLAC-CORNING,98.3
4/16/2020,27,DOWNTOWN,98.16
4/16/2020,22,STUDIO CITY,98.04
4/16/2020,57,GRANADA HILLS,97.95
4/16/2020,148,NORTH HOLLYWOOD,97.74
4/16/2020,85,SHERMAN OAKS,97.42
4/16/2020,21,LOS FELIZ,97.19
4/16/2020,32,CENTURY PALMS/COVE,94.77
4/16/2020,40,LAKE BALBOA,94.77
4/16/2020,32,VENICE,94.44
4/16/2020,48,VERNON CENTRAL,92.31
4/16/2020,39,MAR VISTA,91.83
4/16/2020,9,THAI TOWN,91.75
4/16/2020,48,SUN VALLEY,91.46
4/16/2020,56,NORTH HILLS,90.95
4/16/2020,9,ELYSIAN VALLEY,88.49
4/16/2020,19,GREEN MEADOWS,88.35
4/16/2020,25,HYDE PARK,87.59
4/16/2020,5,ELYSIAN PARK,87.54
4/16/2020,31,PORTER RANCH,87.11
4/16/2020,67,PACOIMA,87.04
4/16/2020,25,HARBOR CITY,86
4/16/2020,41,HIGHLAND PARK,84.73
4/16/2020,58,NORTHRIDGE,83.1
4/16/2020,12,CLOVERDALE/COCHRAN,82.46
4/16/2020,31,HARVARD PARK,81.72
4/16/2020,7,TOLUCA LAKE,80.42
4/16/2020,29,WHOLESALE DISTRICT,80.27
4/16/2020,33,VERMONT VISTA,80.12
4/16/2020,34,HARBOR GATEWAY,77.98
4/16/2020,40,WESTCHESTER,77.51
4/16/2020,66,BOYLE HEIGHTS,75.96
4/16/2020,21,TUJUNGA,75.51
4/16/2020,42,WILMINGTON,74.35
4/16/2020,58,SAN PEDRO,74.32
4/16/2020,30,WATTS,70.3
4/16/2020,10,ECHO PARK,70.15
4/16/2020,37,WESTWOOD,68.38
4/16/2020,22,LINCOLN HEIGHTS,67.49
4/16/2020,16,MT. WASHINGTON,66.27
4/16/2020,9,PARK LA BREA,66.27
4/16/2020,26,WEST HILLS,64.13
4/16/2020,51,LITTLE ARMENIA,635.51
4/16/2020,5,JEFFERSON PARK,61.93
4/16/2020,9,ATWATER VILLAGE,61.37
4/16/2020,7,ALSACE,56.25
4/16/2020,45,CRESTVIEW,395.85
4/16/2020,51,HANCOCK PARK,299.31
4/16/2020,223,MELROSE,287.02
4/16/2020,37,CARTHAY,257.61
4/16/2020,21,BEL AIR,249.14
4/16/2020,18,VERMONT SQUARE,235.08
4/16/2020,18,VICTORIA PARK,214.31
4/16/2020,67,GLASSELL PARK,212
4/16/2020,26,BEVERLY CREST,207.58
4/16/2020,26,CENTURY CITY,203.25
4/16/2020,86,SILVERLAKE,195.09
4/16/2020,16,ADAMS-NORMANDIE,195.07
4/16/2020,9,RESEDA RANCH,194.13
4/16/2020,53,WEST ADAMS,191.82
4/16/2020,29,COUNTRY CLUB PARK,191.38
4/16/2020,20,SOUTH CARTHAY,188.77
4/16/2020,58,BRENTWOOD,187.37
4/16/2020,54,EAST HOLLYWOOD,184.38
4/16/2020,8,MARINA PENINSULA,183.49
4/16/2020,125,HOLLYWOOD,183.14
4/16/2020,36,SUNLAND,176.4
4/16/2020,43,VALLEY VILLAGE,173.95
4/16/2020,24,HISTORIC FILIPINOTOWN,173.04
4/16/2020,22,BEVERLYWOOD,167.01
4/16/2020,25,MID-CITY,166.33
4/16/2020,25,LEIMERT PARK,164.1
4/16/2020,50,TARZANA,161.94
4/16/2020,47,HOLLYWOOD HILLS,159.68
4/16/2020,70,PALMS,159.54
4/16/2020,22,CRENSHAW DISTRICT,159.09
4/16/2020,66,PICO-UNION,157.74
4/16/2020,7,SHADOW HILLS,157.59
4/16/2020,128,SYLMAR,155.34
4/16/2020,33,PACIFIC PALISADES,155
4/16/2020,7,LAFAYETTE SQUARE,153.54
4/16/2020,90,WESTLAKE,151.63
4/16/2020,81,WEST VERNON,151
4/16/2020,59,TEMPLE-BEAUDRY,149.44
4/16/2020,19,LAKEVIEW TERRACE,144.67
4/16/2020,6,REYNIER VILLAGE,141.91
4/16/2020,92,CANOGA PARK,140.91
4/16/2020,25,HARVARD HEIGHTS,138.62
4/16/2020,5,VIEW HEIGHTS,135.35
4/16/2020,38,LITTLE BANGLADESH,134.07
4/16/2020,12,CHEVIOT HILLS,130.85
4/16/2020,51,CENTRAL,130.8
4/16/2020,58,EXPOSITION PARK,129.13
4/16/2020,38,VALLEY GLEN,126.6
4/16/2020,56,ENCINO,123.97
4/16/2020,8,RANCHO PARK,121.95
4/16/2020,48,EAGLE ROCK,121.25
4/16/2020,46,SOUTH PARK,121.18
4/16/2020,36,DEL REY,120.26
4/16/2020,61,KOREATOWN,118
4/16/2020,21,MIRACLE MILE,116.76
4/16/2020,20,VERMONT KNOLLS,116.28
4/16/2020,28,MISSION HILLS,116.07
4/16/2020,36,BALDWIN HILLS,115.66
4/16/2020,58,WILSHIRE CENTER,115.61
4/16/2020,10,FIGUEROA PARK SQUARE,114.67
4/16/2020,78,WOODLAND HILLS,114.61
4/16/2020,87,RESEDA,113.55
4/16/2020,58,WINNETKA,112
4/16/2020,104,VAN NUYS,111.6
4/16/2020,12,GRAMERCY PLACE,111.48
4/16/2020,46,EL SERENO,110.03
4/16/2020,52,FLORENCE-FIRESTONE,109.6
4/16/2020,78,PANORAMA CITY,103.65
4/16/2020,38,CHATSWORTH,102.53
4/16/2020,28,UNIVERSITY PARK,101.98
4/16/2020,35,ARLETA,101.83
4/16/2020,11,PLAYA VISTA,100.48
4/16/2020,0,SYCAMORE SQUARE,0
4/16/2020,0,BROOKSIDE,0
4/16/2020,0,TOLUCA TERRACE,0
4/16/2020,0,HARBOR PINES,0
4/17/2020,58,GRANADA HILLS,99.67
4/17/2020,27,UNIVERSITY PARK,98.34
4/17/2020,10,ELYSIAN VALLEY,98.32
4/17/2020,22,STUDIO CITY,98.04
4/17/2020,33,CENTURY PALMS/COVE,97.73
4/17/2020,21,GREEN MEADOWS,97.65
4/17/2020,37,HARVARD PARK,97.54
4/17/2020,85,SHERMAN OAKS,97.42
4/17/2020,33,VENICE,97.39
4/17/2020,21,LOS FELIZ,97.19
4/17/2020,50,VERNON CENTRAL,96.16
4/17/2020,67,NORTHRIDGE,95.99
4/17/2020,59,NORTH HILLS,95.82
4/17/2020,73,PACOIMA,94.83
4/17/2020,27,HYDE PARK,94.6
4/17/2020,33,PORTER RANCH,92.73
4/17/2020,39,MAR VISTA,91.83
4/17/2020,48,SUN VALLEY,91.46
4/17/2020,44,HIGHLAND PARK,90.93
4/17/2020,70,SAN PEDRO,89.7
4/17/2020,13,CLOVERDALE/COCHRAN,89.33
4/17/2020,32,WHOLESALE DISTRICT,88.57
4/17/2020,5,ELYSIAN PARK,87.54
4/17/2020,25,HARBOR CITY,86
4/17/2020,36,WATTS,84.36
4/17/2020,23,TUJUNGA,82.7
4/17/2020,34,VERMONT VISTA,82.55
4/17/2020,42,WESTCHESTER,81.39
4/17/2020,11,PARK LA BREA,81
4/17/2020,7,TOLUCA LAKE,80.42
4/17/2020,35,HARBOR GATEWAY,80.28
4/17/2020,43,WILMINGTON,76.12
4/17/2020,65,BOYLE HEIGHTS,74.81
4/17/2020,24,LINCOLN HEIGHTS,73.63
4/17/2020,38,WESTWOOD,70.23
4/17/2020,10,ECHO PARK,70.15
4/17/2020,56,LITTLE ARMENIA,697.82
4/17/2020,10,ATWATER VILLAGE,68.18
4/17/2020,16,MT. WASHINGTON,66.27
4/17/2020,26,WEST HILLS,64.13
4/17/2020,5,JEFFERSON PARK,61.93
4/17/2020,7,ALSACE,56.25
4/17/2020,45,CRESTVIEW,395.85
4/17/2020,52,HANCOCK PARK,305.18
4/17/2020,228,MELROSE,293.45
4/17/2020,41,CARTHAY,285.46
4/17/2020,21,VERMONT SQUARE,274.26
4/17/2020,22,BEL AIR,261
4/17/2020,18,VICTORIA PARK,214.31
4/17/2020,67,GLASSELL PARK,212
4/17/2020,58,WEST ADAMS,209.92
4/17/2020,26,BEVERLY CREST,207.58
4/17/2020,26,CENTURY CITY,203.25
4/17/2020,88,SILVERLAKE,199.62
4/17/2020,58,EAST HOLLYWOOD,198.04
4/17/2020,30,COUNTRY CLUB PARK,197.98
4/17/2020,16,ADAMS-NORMANDIE,195.07
4/17/2020,9,RESEDA RANCH,194.13
4/17/2020,20,SOUTH CARTHAY,188.77
4/17/2020,58,BRENTWOOD,187.37
4/17/2020,126,HOLLYWOOD,184.6
4/17/2020,8,MARINA PENINSULA,183.49
4/17/2020,76,PICO-UNION,181.64
4/17/2020,37,SUNLAND,181.3
4/17/2020,25,HISTORIC FILIPINOTOWN,180.25
4/17/2020,44,VALLEY VILLAGE,177.99
4/17/2020,23,BEVERLYWOOD,174.6
4/17/2020,26,MID-CITY,172.99
4/17/2020,26,LEIMERT PARK,170.66
4/17/2020,52,TARZANA,168.42
4/17/2020,90,WEST VERNON,167.77
4/17/2020,138,SYLMAR,167.48
4/17/2020,23,CRENSHAW DISTRICT,166.32
4/17/2020,97,WESTLAKE,163.42
4/17/2020,48,HOLLYWOOD HILLS,163.08
4/17/2020,21,LAKEVIEW TERRACE,159.9
4/17/2020,70,PALMS,159.54
4/17/2020,7,SHADOW HILLS,157.59
4/17/2020,62,TEMPLE-BEAUDRY,157.03
4/17/2020,33,PACIFIC PALISADES,155
4/17/2020,7,LAFAYETTE SQUARE,153.54
4/17/2020,99,CANOGA PARK,151.63
4/17/2020,6,REYNIER VILLAGE,141.91
4/17/2020,55,CENTRAL,141.05
4/17/2020,63,EXPOSITION PARK,140.26
4/17/2020,25,HARVARD HEIGHTS,138.62
4/17/2020,39,LITTLE BANGLADESH,137.6
4/17/2020,5,VIEW HEIGHTS,135.35
4/17/2020,23,VERMONT KNOLLS,133.72
4/17/2020,32,MISSION HILLS,132.65
4/17/2020,52,EAGLE ROCK,131.35
4/17/2020,12,CHEVIOT HILLS,130.85
4/17/2020,59,ENCINO,130.61
4/17/2020,39,VALLEY GLEN,129.93
4/17/2020,48,SOUTH PARK,126.45
4/17/2020,38,BALDWIN HILLS,122.09
4/17/2020,8,RANCHO PARK,121.95
4/17/2020,113,VAN NUYS,121.25
4/17/2020,36,DEL REY,120.26
4/17/2020,62,KOREATOWN,119.94
4/17/2020,62,WINNETKA,119.72
4/17/2020,59,WILSHIRE CENTER,117.6
4/17/2020,80,WOODLAND HILLS,117.55
4/17/2020,21,MIRACLE MILE,116.76
4/17/2020,40,ARLETA,116.38
4/17/2020,89,RESEDA,116.16
4/17/2020,10,FIGUEROA PARK SQUARE,114.67
4/17/2020,42,CHATSWORTH,113.33
4/17/2020,8,CADILLAC-CORNING,112.34
4/17/2020,11,THAI TOWN,112.14
4/17/2020,12,GRAMERCY PLACE,111.48
4/17/2020,46,EL SERENO,110.03
4/17/2020,52,FLORENCE-FIRESTONE,109.6
4/17/2020,81,PANORAMA CITY,107.64
4/17/2020,44,LAKE BALBOA,104.25
4/17/2020,28,DOWNTOWN,101.79
4/17/2020,153,NORTH HOLLYWOOD,101.04
4/17/2020,38,WEST LOS ANGELES,100.97
4/17/2020,11,PLAYA VISTA,100.48
4/17/2020,0,TOLUCA TERRACE,0
4/17/2020,0,BROOKSIDE,0
4/17/2020,0,SYCAMORE SQUARE,0
4/17/2020,0,HARBOR PINES,0
4/18/2020,35,PORTER RANCH,98.35
4/18/2020,10,ELYSIAN VALLEY,98.32
4/18/2020,35,WHOLESALE DISTRICT,96.88
4/18/2020,75,SAN PEDRO,96.11
4/18/2020,46,HIGHLAND PARK,95.06
4/18/2020,39,MAR VISTA,91.83
4/18/2020,39,WATTS,91.39
4/18/2020,39,HARBOR GATEWAY,89.45
4/18/2020,26,HARBOR CITY,89.44
4/18/2020,13,CLOVERDALE/COCHRAN,89.33
4/18/2020,49,WILMINGTON,86.75
4/18/2020,24,TUJUNGA,86.3
4/18/2020,43,WESTCHESTER,83.33
4/18/2020,34,VERMONT VISTA,82.55
4/18/2020,11,PARK LA BREA,81
4/18/2020,7,TOLUCA LAKE,80.42
4/18/2020,10,ALSACE,80.35
4/18/2020,26,LINCOLN HEIGHTS,79.76
4/18/2020,69,BOYLE HEIGHTS,79.42
4/18/2020,11,ECHO PARK,77.16
4/18/2020,11,ATWATER VILLAGE,75
4/18/2020,60,LITTLE ARMENIA,747.66
4/18/2020,29,WEST HILLS,71.53
4/18/2020,38,WESTWOOD,70.23
4/18/2020,16,MT. WASHINGTON,66.27
4/18/2020,5,JEFFERSON PARK,61.93
4/18/2020,47,CRESTVIEW,413.44
4/18/2020,54,HANCOCK PARK,316.92
4/18/2020,45,CARTHAY,313.31
4/18/2020,235,MELROSE,302.46
4/18/2020,21,VERMONT SQUARE,274.26
4/18/2020,22,BEL AIR,261
4/18/2020,20,VICTORIA PARK,238.12
4/18/2020,72,GLASSELL PARK,227.82
4/18/2020,64,EAST HOLLYWOOD,218.53
4/18/2020,27,BEVERLY CREST,215.57
4/18/2020,32,COUNTRY CLUB PARK,211.18
4/18/2020,58,WEST ADAMS,209.92
4/18/2020,87,PICO-UNION,207.93
4/18/2020,90,SILVERLAKE,204.16
4/18/2020,26,CENTURY CITY,203.25
4/18/2020,21,SOUTH CARTHAY,198.21
4/18/2020,16,ADAMS-NORMANDIE,195.07
4/18/2020,9,RESEDA RANCH,194.13
4/18/2020,39,SUNLAND,191.1
4/18/2020,130,HOLLYWOOD,190.47
4/18/2020,26,CRENSHAW DISTRICT,188.01
4/18/2020,58,BRENTWOOD,187.37
4/18/2020,8,MARINA PENINSULA,183.49
4/18/2020,45,VALLEY VILLAGE,182.04
4/18/2020,25,HISTORIC FILIPINOTOWN,180.25
4/18/2020,27,MID-CITY,179.64
4/18/2020,96,WEST VERNON,178.96
4/18/2020,145,SYLMAR,175.98
4/18/2020,8,LAFAYETTE SQUARE,175.48
4/18/2020,104,WESTLAKE,175.22
4/18/2020,23,BEVERLYWOOD,174.6
4/18/2020,51,TARZANA,165.18
4/18/2020,65,TEMPLE-BEAUDRY,164.63
4/18/2020,72,PALMS,164.1
4/18/2020,25,LEIMERT PARK,164.1
4/18/2020,48,HOLLYWOOD HILLS,163.08
4/18/2020,29,HARVARD HEIGHTS,160.8
4/18/2020,21,LAKEVIEW TERRACE,159.9
4/18/2020,103,CANOGA PARK,157.76
4/18/2020,7,SHADOW HILLS,157.59
4/18/2020,33,PACIFIC PALISADES,155
4/18/2020,36,MISSION HILLS,149.23
4/18/2020,58,CENTRAL,148.75
4/18/2020,66,EXPOSITION PARK,146.94
4/18/2020,41,LITTLE BANGLADESH,144.66
4/18/2020,6,REYNIER VILLAGE,141.91
4/18/2020,42,VALLEY GLEN,139.93
4/18/2020,53,SOUTH PARK,139.62
4/18/2020,15,GRAMERCY PLACE,139.35
4/18/2020,12,FIGUEROA PARK SQUARE,137.6
4/18/2020,5,VIEW HEIGHTS,135.35
4/18/2020,53,EAGLE ROCK,133.88
4/18/2020,23,VERMONT KNOLLS,133.72
4/18/2020,60,ENCINO,132.83
4/18/2020,68,KOREATOWN,131.55
4/18/2020,12,CHEVIOT HILLS,130.85
4/18/2020,67,WINNETKA,129.38
4/18/2020,23,MIRACLE MILE,127.88
4/18/2020,38,DEL REY,126.94
4/18/2020,9,CADILLAC-CORNING,126.39
4/18/2020,117,VAN NUYS,125.54
4/18/2020,96,RESEDA,125.3
4/18/2020,39,BALDWIN HILLS,125.3
4/18/2020,34,UNIVERSITY PARK,123.83
4/18/2020,62,WILSHIRE CENTER,123.58
4/18/2020,42,ARLETA,122.2
4/18/2020,6,WELLINGTON SQUARE,122.08
4/18/2020,51,EL SERENO,121.99
4/18/2020,8,RANCHO PARK,121.95
4/18/2020,91,PANORAMA CITY,120.93
4/18/2020,82,WOODLAND HILLS,120.49
4/18/2020,44,CHATSWORTH,118.72
4/18/2020,56,FLORENCE-FIRESTONE,118.03
4/18/2020,5,LONGWOOD,116.17
4/18/2020,31,DOWNTOWN,112.7
4/18/2020,11,THAI TOWN,112.14
4/18/2020,77,NORTHRIDGE,110.32
4/18/2020,12,PLAYA VISTA,109.62
4/18/2020,41,HARVARD PARK,108.08
4/18/2020,162,NORTH HOLLYWOOD,106.99
4/18/2020,24,STUDIO CITY,106.95
4/18/2020,23,GREEN MEADOWS,106.95
4/18/2020,45,LAKE BALBOA,106.62
4/18/2020,55,VERNON CENTRAL,105.77
4/18/2020,6,ELYSIAN PARK,105.04
4/18/2020,80,PACOIMA,103.92
4/18/2020,35,CENTURY PALMS/COVE,103.65
4/18/2020,39,WEST LOS ANGELES,103.62
4/18/2020,35,VENICE,103.29
4/18/2020,22,LOS FELIZ,101.81
4/18/2020,29,HYDE PARK,101.61
4/18/2020,59,GRANADA HILLS,101.39
4/18/2020,53,SUN VALLEY,100.99
4/18/2020,88,SHERMAN OAKS,100.85
4/18/2020,62,NORTH HILLS,100.69
4/18/2020,0,TOLUCA TERRACE,0
4/18/2020,0,BROOKSIDE,0
4/18/2020,0,HARBOR PINES,0
4/18/2020,0,SYCAMORE SQUARE,0
4/19/2020,10,ELYSIAN VALLEY,98.32
4/19/2020,76,SAN PEDRO,97.39
4/19/2020,47,HIGHLAND PARK,97.13
4/19/2020,34,WHOLESALE DISTRICT,94.11
4/19/2020,40,WATTS,93.73
4/19/2020,39,MAR VISTA,91.83
4/19/2020,39,HARBOR GATEWAY,89.45
4/19/2020,26,HARBOR CITY,89.44
4/19/2020,13,CLOVERDALE/COCHRAN,89.33
4/19/2020,11,ALSACE,88.39
4/19/2020,49,WILMINGTON,86.75
4/19/2020,24,TUJUNGA,86.3
4/19/2020,44,WESTCHESTER,85.27
4/19/2020,35,VERMONT VISTA,84.98
4/19/2020,73,BOYLE HEIGHTS,84.02
4/19/2020,27,LINCOLN HEIGHTS,82.83
4/19/2020,11,PARK LA BREA,81
4/19/2020,7,TOLUCA LAKE,80.42
4/19/2020,63,LITTLE ARMENIA,785.05
4/19/2020,11,ECHO PARK,77.16
4/19/2020,11,ATWATER VILLAGE,75
4/19/2020,29,WEST HILLS,71.53
4/19/2020,17,MT. WASHINGTON,70.41
4/19/2020,38,WESTWOOD,70.23
4/19/2020,5,JEFFERSON PARK,61.93
4/19/2020,47,CRESTVIEW,413.44
4/19/2020,48,CARTHAY,334.19
4/19/2020,54,HANCOCK PARK,316.92
4/19/2020,239,MELROSE,307.61
4/19/2020,21,VERMONT SQUARE,274.26
4/19/2020,23,BEL AIR,272.87
4/19/2020,20,VICTORIA PARK,238.12
4/19/2020,69,EAST HOLLYWOOD,235.6
4/19/2020,72,GLASSELL PARK,227.82
4/19/2020,28,BEVERLY CREST,223.55
4/19/2020,91,PICO-UNION,217.48
4/19/2020,60,WEST ADAMS,217.16
4/19/2020,32,COUNTRY CLUB PARK,211.18
4/19/2020,27,CENTURY CITY,211.07
4/19/2020,28,CRENSHAW DISTRICT,202.47
4/19/2020,89,SILVERLAKE,201.89
4/19/2020,28,HISTORIC FILIPINOTOWN,201.87
4/19/2020,21,SOUTH CARTHAY,198.21
4/19/2020,40,SUNLAND,196
4/19/2020,16,ADAMS-NORMANDIE,195.07
4/19/2020,9,RESEDA RANCH,194.13
4/19/2020,114,WESTLAKE,192.06
4/19/2020,131,HOLLYWOOD,191.93
4/19/2020,58,BRENTWOOD,187.37
4/19/2020,46,VALLEY VILLAGE,186.08
4/19/2020,8,MARINA PENINSULA,183.49
4/19/2020,97,WEST VERNON,180.82
4/19/2020,27,MID-CITY,179.64
4/19/2020,147,SYLMAR,178.4
4/19/2020,8,LAFAYETTE SQUARE,175.48
4/19/2020,23,BEVERLYWOOD,174.6
4/19/2020,50,HOLLYWOOD HILLS,169.87
4/19/2020,67,TEMPLE-BEAUDRY,169.7
4/19/2020,73,PALMS,166.37
4/19/2020,108,CANOGA PARK,165.42
4/19/2020,51,TARZANA,165.18
4/19/2020,25,LEIMERT PARK,164.1
4/19/2020,29,HARVARD HEIGHTS,160.8
4/19/2020,21,LAKEVIEW TERRACE,159.9
4/19/2020,7,SHADOW HILLS,157.59
4/19/2020,33,PACIFIC PALISADES,155
4/19/2020,69,EXPOSITION PARK,153.62
4/19/2020,37,MISSION HILLS,153.37
4/19/2020,59,CENTRAL,151.31
4/19/2020,13,FIGUEROA PARK SQUARE,149.07
4/19/2020,42,LITTLE BANGLADESH,148.18
4/19/2020,44,VALLEY GLEN,146.59
4/19/2020,6,REYNIER VILLAGE,141.91
4/19/2020,53,SOUTH PARK,139.62
4/19/2020,15,GRAMERCY PLACE,139.35
4/19/2020,71,KOREATOWN,137.35
4/19/2020,5,VIEW HEIGHTS,135.35
4/19/2020,23,VERMONT KNOLLS,133.72
4/19/2020,24,MIRACLE MILE,133.44
4/19/2020,124,VAN NUYS,133.06
4/19/2020,60,ENCINO,132.83
4/19/2020,52,EAGLE ROCK,131.35
4/19/2020,12,CHEVIOT HILLS,130.85
4/19/2020,67,WINNETKA,129.38
4/19/2020,99,RESEDA,129.21
4/19/2020,40,BALDWIN HILLS,128.51
4/19/2020,35,UNIVERSITY PARK,127.48
4/19/2020,38,DEL REY,126.94
4/19/2020,9,CADILLAC-CORNING,126.39
4/19/2020,63,WILSHIRE CENTER,125.57
4/19/2020,94,PANORAMA CITY,124.92
4/19/2020,84,WOODLAND HILLS,123.43
4/19/2020,42,ARLETA,122.2
4/19/2020,6,WELLINGTON SQUARE,122.08
4/19/2020,51,EL SERENO,121.99
4/19/2020,8,RANCHO PARK,121.95
4/19/2020,44,CHATSWORTH,118.72
4/19/2020,56,FLORENCE-FIRESTONE,118.03
4/19/2020,5,LONGWOOD,116.17
4/19/2020,59,VERNON CENTRAL,113.47
4/19/2020,79,NORTHRIDGE,113.19
4/19/2020,31,DOWNTOWN,112.7
4/19/2020,11,THAI TOWN,112.14
4/19/2020,42,HARVARD PARK,110.72
